SpatialDim,ParentLocation,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI
LBR,Africa,2014,34.65888,17.78207,62.33381
LTU,Europe,2010,13.87189,12.74113,15.19084
LKA,South-East Asia,2017,22.98816,17.03299,31.13299
NER,Africa,2010,49.54739,21.16752,98.6116
GAB,Africa,2013,25.17365,6.48567,76.46181
UGA,Africa,2018,31.72916,20.01075,47.68571
NER,Africa,2017,52.41127,22.13731,106.83166
LMI_AMR,,2018,15.39609,14.53015,16.29162
USA,Americas,2019,7.17987,7.0686,7.28272
LAO,Western Pacific,2012,21.7454,16.80579,26.41698
TKM,Europe,2016,31.22765,20.27164,45.48019
DOM,Americas,2010,7.52421,4.62784,11.54817
NGA,Africa,2014,53.95678,36.76377,74.10301
SEN,Africa,2015,39.90025,22.4264,59.44113
CHL,Americas,2015,24.15233,22.61198,25.59267
CPV,Africa,2012,31.92126,16.90444,58.83924
IRN,Eastern Mediterranean,2013,29.5478,25.90017,33.05241
GAB,Africa,2011,25.36521,6.50037,77.24653
HI_EUR,,2016,12.62774,12.51559,12.73259
LVA,Europe,2011,15.06489,13.63147,16.85371
YEM,Eastern Mediterranean,2011,41.0284,14.20357,83.83901
BDI,Africa,2016,28.36512,10.90896,61.8043
NIC,Americas,2016,19.55939,13.98802,28.61879
SLB,Western Pacific,2012,7.42724,2.64124,14.70426
BLZ,Americas,2017,11.36383,4.79684,22.56754
BRA,Americas,2013,13.15358,11.38615,15.60961
ESP,Europe,2018,10.07741,9.87789,10.29804
SYC,Africa,2018,16.48274,11.8017,23.58558
GUY,Americas,2019,11.10584,5.70827,18.35311
BDI,Africa,2011,27.69889,10.76744,60.30953
KEN,Africa,2012,12.46378,7.78869,17.66361
SUR,Americas,2016,12.90374,7.6157,19.35231
TUN,Eastern Mediterranean,2015,26.13071,17.71642,36.8022
IRL,Europe,2017,8.13348,7.59744,8.58668
TCD,Africa,2014,41.04188,22.36165,69.30671
CIV,Africa,2014,39.55348,22.51316,67.34094
DMA,Americas,2018,8.74675,6.06211,12.59405
IRN,Eastern Mediterranean,2017,30.35325,26.52094,33.98292
CHL,Americas,2017,22.69373,19.39431,26.33462
JAM,Americas,2018,15.7328,13.48209,18.82381
MKD,Europe,2013,30.87741,28.8858,33.51451
BHR,Eastern Mediterranean,2015,56.37947,49.48241,63.07874
OMN,Eastern Mediterranean,2019,34.88286,22.12731,56.88761
GEO,Europe,2019,19.06419,14.48186,23.85799
COM,Africa,2015,14.53778,7.44545,24.38887
HRV,Europe,2017,18.22426,16.90956,19.70345
TJK,Europe,2012,71.50028,48.37531,102.85536
SDN,Eastern Mediterranean,2010,22.00686,11.09078,40.44116
AMR,,2012,14.56347,13.8266,15.13937
EMR,,2015,44.86908,39.68387,50.85758
LTU,Europe,2011,12.76746,11.87071,13.91018
ECU,Americas,2019,16.54855,13.17996,20.05438
EMR,,2019,43.32542,38.19491,48.78951
LMI_EMR,,2018,45.03817,39.2738,51.37347
NOR,Europe,2016,6.32693,5.96654,6.64777
KIR,Western Pacific,2010,7.59778,3.14921,15.5882
CPV,Africa,2019,31.08072,16.562,56.39456
LMI_WPR,,2019,35.42902,34.07302,36.56027
GAB,Africa,2012,25.71197,6.52713,79.02543
HI_EMR,,2010,53.8459,42.75092,66.09918
VCT,Americas,2017,10.49894,7.11026,14.74118
TUR,Europe,2017,22.88792,21.53374,24.08405
FJI,Western Pacific,2017,7.45195,4.21081,12.40472
DNK,Europe,2018,10.01519,9.11176,11.057
TJK,Europe,2014,63.46351,44.21588,91.4481
LBN,Eastern Mediterranean,2019,24.234,18.05264,32.44976
PRY,Americas,2012,15.26003,11.528,22.36538
NLD,Europe,2014,12.48643,12.03507,12.99617
ITA,Europe,2014,16.69172,16.41956,16.94043
GUY,Americas,2010,10.48881,5.3296,16.05678
CIV,Africa,2018,41.80919,23.01271,71.62626
GIN,Africa,2018,37.9553,22.17469,73.22063
SWE,Europe,2012,6.90251,6.6029,7.23662
747,,2014,34.86758,29.9448,40.80531
PRK,South-East Asia,2019,41.46032,31.42461,53.61363
BRN,Western Pacific,2019,6.86475,5.76094,8.32463
MYS,Western Pacific,2013,23.17544,20.90755,25.36832
TCD,Africa,2012,43.04271,23.25001,74.02801
SMR,Europe,2014,10.99926,9.20381,12.88791
HI_WPR,,2011,16.85166,16.09438,17.51886
SGP,Western Pacific,2012,15.20339,11.8205,20.11791
KOR,Western Pacific,2010,29.83355,28.80491,30.88576
ARE,Eastern Mediterranean,2013,42.88311,36.59595,51.69864
PNG,Western Pacific,2011,8.27803,3.00666,20.12927
FIN,Europe,2017,5.37331,5.0597,5.68889
MLI,Africa,2010,39.03671,14.85926,87.95232
NLD,Europe,2016,11.59958,11.23409,11.98092
GNQ,Africa,2017,26.62422,6.02511,74.10619
KGZ,Europe,2019,37.58464,26.16499,52.31281
DMA,Americas,2016,8.8778,6.03979,13.58682
BHS,Americas,2017,5.80244,4.15509,8.30165
53,,2011,8.15176,7.36955,8.76504
MLT,Europe,2017,12.60381,11.55399,13.95811
CHE,Europe,2017,9.88915,9.6313,10.15164
NPL,South-East Asia,2010,39.77933,32.79493,48.08036
SLV,Americas,2014,27.04093,18.48632,38.55018
DJI,Eastern Mediterranean,2016,20.4687,7.68239,43.26661
TLS,South-East Asia,2016,21.20142,9.20422,42.96093
HTI,Americas,2019,9.69133,5.40722,16.63942
TTO,Americas,2011,9.44151,7.05641,11.69401
EST,Europe,2010,8.46857,7.71746,9.27291
CPV,Africa,2018,31.19557,16.60968,56.67449
RWA,Africa,2010,34.39619,11.86233,69.01577
BOL,Americas,2013,26.52307,18.12649,37.51853
AUT,Europe,2017,12.31771,12.00417,12.67862
ROU,Europe,2013,15.95671,15.35081,16.4411
MHL,Western Pacific,2012,7.1185,3.00622,15.0361
ERI,Africa,2018,22.98061,9.13757,50.70764
NIC,Americas,2011,20.95415,14.88261,29.13815
BFA,Africa,2011,40.39413,16.23129,90.24745
TLS,South-East Asia,2019,20.47387,9.0238,42.19113
NGA,Africa,2010,52.84583,36.0805,72.37313
MLT,Europe,2018,13.79236,12.6636,15.2671
IRL,Europe,2010,9.902,9.24542,10.39366
ISL,Europe,2017,5.75077,5.07641,6.39411
DOM,Americas,2018,8.00486,5.14046,11.43381
GNB,Africa,2016,35.00763,17.94513,63.76236
EST,Europe,2013,7.63221,6.94068,8.37679
ISL,Europe,2011,7.45684,6.57995,8.34184
CIV,Africa,2017,42.12337,23.03024,72.22634
USA,Americas,2016,7.54403,7.43822,7.62646
KEN,Africa,2019,12.52415,7.80219,17.7811
NER,Africa,2011,49.57459,21.24991,98.70857
SDN,Eastern Mediterranean,2014,21.39796,10.99451,39.09199
AGO,Africa,2014,24.11941,6.0244,68.29617
NRU,Western Pacific,2013,7.37316,2.87855,14.43199
YEM,Eastern Mediterranean,2016,39.90644,13.91332,80.67771
BOL,Americas,2015,26.50242,18.67646,37.49584
SLE,Africa,2012,41.09574,18.0474,79.67069
SVK,Europe,2018,19.07598,18.20067,20.0861
NZL,Western Pacific,2015,6.93597,6.53959,7.34618
LMI_AMR,,2013,18.01716,16.94889,19.20448
MLT,Europe,2019,12.93003,11.84088,14.32034
NRU,Western Pacific,2015,7.27544,2.91245,13.2317
CUB,Americas,2011,12.77719,9.07734,18.27593
ISR,Europe,2010,24.22698,22.71752,25.7657
DZA,Africa,2013,21.19187,13.86563,32.31641
LMI_WPR,,2018,37.32935,35.86265,38.48197
HND,Americas,2011,24.6973,17.47797,32.53569
TON,Western Pacific,2011,7.05185,4.15171,12.98678
VUT,Western Pacific,2011,8.2336,2.97472,17.73994
53,,2017,6.92783,6.60128,7.26086
MLT,Europe,2016,13.26847,12.15817,14.69082
COG,Africa,2010,30.35857,6.67821,109.47043
HI_WPR,,2012,15.03415,14.4997,15.5677
SDN,Eastern Mediterranean,2018,21.88573,11.08098,39.88121
GEO,Europe,2011,25.97638,19.47627,33.98271
NRU,Western Pacific,2011,7.57982,3.00903,14.9241
ALB,Europe,2014,19.13142,17.33539,21.32077
AZE,Europe,2017,27.47704,15.26123,43.11614
MOZ,Africa,2012,16.46958,8.518,26.44355
LBN,Eastern Mediterranean,2017,23.53088,17.69069,31.05857
MNG,Western Pacific,2018,44.03985,33.31918,58.18684
513,,2015,11.63735,11.30641,12.05762
CZE,Europe,2018,17.50349,17.10544,18.0366
USA,Americas,2010,9.28664,9.14327,9.42302
TGO,Africa,2016,37.52358,21.45123,61.07662
WSM,Western Pacific,2012,7.55718,2.98803,18.94797
NIC,Americas,2012,20.1217,14.1393,28.39791
PAK,Eastern Mediterranean,2010,56.40357,45.68369,69.2605
PSE,Eastern Mediterranean,2010,29.4186,21.04017,39.8329
SGP,Western Pacific,2016,15.48455,12.03162,20.4575
MUS,Africa,2018,10.44866,8.2161,12.81849
LMI_AFR,,2010,31.58336,24.78066,41.05412
ARG,Americas,2012,12.94834,9.27401,16.52597
BRA,Americas,2014,13.29311,11.52983,15.66098
JOR,Eastern Mediterranean,2012,24.9422,22.02959,28.19943
IND,South-East Asia,2010,55.16824,49.72793,59.82404
LCA,Americas,2015,9.61662,6.91901,13.39444
EMR,,2011,43.91316,38.65951,49.58731
MCO,Europe,2014,9.97134,8.90991,11.07727
MKD,Europe,2010,34.53379,32.32369,37.89735
LBY,Eastern Mediterranean,2013,30.871,15.11998,53.24504
CZE,Europe,2010,20.24895,19.56009,20.90278
PRY,Americas,2014,14.08261,10.56223,20.97179
MRT,Africa,2012,42.27807,17.50226,93.13001
DMA,Americas,2012,8.1195,5.65602,12.25717
MWI,Africa,2013,18.72721,6.2351,38.05944
BRB,Americas,2015,10.52567,7.12404,15.93849
BOL,Americas,2011,25.82634,18.17856,35.96765
NER,Africa,2019,50.15037,21.92214,99.90229
COK,Western Pacific,2012,7.43088,3.26892,16.66348
HRV,Europe,2011,22.06682,20.49259,23.67354
SYC,Africa,2012,17.82111,12.73157,25.32339
202,,2016,33.60248,25.9319,43.93473
VNM,Western Pacific,2017,20.09941,16.27475,23.81945
MCO,Europe,2012,11.15613,9.94641,12.38616
MNG,Western Pacific,2014,47.14049,33.7459,61.55994
SUR,Americas,2015,12.95795,7.31234,20.28257
ATG,Americas,2018,8.86972,6.11885,13.04637
CAF,Africa,2012,27.84438,6.12263,76.80189
IDN,South-East Asia,2011,19.12046,15.79012,23.06241
VCT,Americas,2016,10.05366,6.82608,14.50096
BFA,Africa,2018,41.76688,16.59944,94.19021
MDA,Europe,2017,11.98123,8.80059,15.59131
HI_EMR,,2013,53.6446,42.50926,66.18251
PRK,South-East Asia,2017,50.32324,38.00685,65.01809
NIC,Americas,2015,20.60811,14.86942,29.79425
MYS,Western Pacific,2010,22.67492,18.7714,26.86605
DZA,Africa,2018,22.72761,14.57291,35.29648
AFG,Eastern Mediterranean,2019,62.48616,45.0385,86.46475
ISR,Europe,2016,19.90068,18.596,21.15301
MLT,Europe,2013,14.31433,13.1606,15.90739
MRT,Africa,2013,40.30183,17.0873,86.80444
PSE,Eastern Mediterranean,2018,30.51881,21.59247,41.41551
SLB,Western Pacific,2016,7.75892,2.8398,13.39372
WPR,,2014,46.21053,44.14383,47.91228
NIU,Western Pacific,2019,6.74203,3.15229,13.16402
MDG,Africa,2010,16.50359,10.9589,24.85865
BRN,Western Pacific,2016,7.91286,6.54127,9.60425
ARM,Europe,2010,40.89928,28.63088,57.4707
ECU,Americas,2015,17.72879,15.18458,20.40013
HRV,Europe,2016,17.72706,16.3444,19.01509
NLD,Europe,2011,15.53418,14.99215,16.13565
GLOBAL,,2018,33.60898,31.83678,35.52403
AUS,Western Pacific,2011,8.0759,7.30178,8.67811
NIC,Americas,2019,16.00181,10.98196,21.95873
NOR,Europe,2011,8.32307,7.84728,8.76362
MKD,Europe,2012,33.87751,31.22712,36.75003
CHE,Europe,2014,10.50995,10.24479,10.81245
ZWE,Africa,2012,13.20859,7.08574,23.24645
AMR,,2018,12.78496,12.24686,13.37841
NRU,Western Pacific,2018,7.59188,2.70198,14.7979
RWA,Africa,2016,34.97191,11.98166,70.573
SYC,Africa,2011,16.78684,12.10186,22.57743
MLI,Africa,2011,38.28989,14.77706,85.04768
MDV,South-East Asia,2011,12.37565,10.01778,15.44734
GLOBAL,,2012,36.56894,34.94046,38.48284
SOM,Eastern Mediterranean,2018,14.4512,7.6357,24.56409
LBR,Africa,2010,32.84865,17.11138,57.41058
KGZ,Europe,2014,44.59643,29.12921,63.35344
ROU,Europe,2011,18.67849,17.97155,19.27966
DJI,Eastern Mediterranean,2014,20.00309,7.74551,41.67919
LKA,South-East Asia,2015,23.08327,17.09835,30.50951
NGA,Africa,2015,57.2825,37.85859,79.98029
GRD,Americas,2011,9.23726,6.2534,12.21439
BGD,South-East Asia,2013,52.86825,47.75843,57.96684
TZA,Africa,2011,15.32795,10.77399,22.68368
KOR,Western Pacific,2011,29.35337,28.38629,30.19678
POL,Europe,2013,23.36101,22.93261,23.93311
NOR,Europe,2019,6.30111,5.94914,6.6343
HI_EMR,,2014,50.25738,39.57146,61.85275
ISL,Europe,2014,6.03472,5.32526,6.73072
NIU,Western Pacific,2015,6.52981,3.30694,12.79506
ISL,Europe,2010,6.90546,6.08806,7.71684
DMA,Americas,2017,9.23309,6.41459,13.15649
COL,Americas,2019,14.03552,11.70359,16.76389
WSM,Western Pacific,2014,7.55472,2.76371,17.77719
202,,2011,32.11836,24.84744,42.02667
AFR,,2010,31.55601,24.7638,41.01253
IRN,Eastern Mediterranean,2016,29.5019,25.84905,32.96171
FSM,Western Pacific,2010,7.55417,3.09626,17.83785
MLT,Europe,2011,16.46377,15.13679,18.26949
AND,Europe,2017,9.30733,8.1587,10.97015
CHL,Americas,2013,23.82929,22.21099,25.54284
ATG,Americas,2015,8.89159,6.03408,12.30669
BLZ,Americas,2015,11.0954,4.21514,22.65034
LTU,Europe,2018,11.11935,10.10934,12.38105
BHR,Eastern Mediterranean,2014,50.11634,44.31294,55.38984
NIC,Americas,2018,17.24307,12.38411,24.82402
VEN,Americas,2011,20.71004,15.07835,27.27066
SWZ,Africa,2011,14.71019,10.28919,19.41556
ZMB,Africa,2012,17.55181,7.79579,33.3096
ATG,Americas,2010,8.16597,5.29781,12.09069
TJK,Europe,2017,59.38627,40.91561,86.56891
HI_EMR,,2015,54.90799,43.60544,67.46894
LMI_WPR,,2013,58.49025,55.60961,61.04413
JOR,Eastern Mediterranean,2011,24.62581,21.85453,27.8842
UKR,Europe,2012,15.61071,11.53518,20.98081
PLW,Western Pacific,2011,7.60687,3.10798,18.45766
COD,Africa,2018,31.46394,7.11562,99.11709
UNKNOWN,,2011,15.92722,12.96458,19.33726
NGA,Africa,2018,56.52002,37.91622,78.34665
ARG,Americas,2017,13.23692,9.73961,17.76179
BOL,Americas,2018,24.63357,17.37389,34.31382
NOR,Europe,2014,6.61816,6.21391,6.95975
ETH,Africa,2012,22.08561,13.00665,33.3171
KIR,Western Pacific,2013,7.55415,3.31224,14.82564
MAR,Eastern Mediterranean,2013,12.87496,10.67118,15.87399
COM,Africa,2016,14.15413,7.2935,22.86106
DMA,Americas,2011,7.69866,5.15198,11.88909
ISL,Europe,2013,6.38553,5.63308,7.10326
SYR,Eastern Mediterranean,2010,25.07604,20.66145,30.34938
ARG,Americas,2019,12.04087,8.91674,15.56759
CHN,Western Pacific,2012,53.43098,46.71133,59.15378
BGD,South-East Asia,2018,50.66434,45.61072,55.9308
BLR,Europe,2018,16.08948,13.86915,18.39727
SOM,Eastern Mediterranean,2011,14.47293,7.55214,24.64028
MWI,Africa,2014,18.71457,6.22818,38.07161
HI_EMR,,2012,54.99951,43.55448,67.70509
BDI,Africa,2014,28.28168,10.84213,61.61383
543,,2017,8.56436,3.45548,18.12342
PLW,Western Pacific,2013,7.77074,2.88382,19.07808
LUX,Europe,2017,9.83734,9.26624,10.42176
62,,2015,53.21841,50.72365,55.74703
UNKNOWN,,2015,17.20529,13.84931,21.07551
UNKNOWN,,2019,17.31527,13.77445,21.41643
GTM,Americas,2015,25.41907,19.992,32.87832
CZE,Europe,2017,16.99135,16.60592,17.51063
SVK,Europe,2016,17.98092,17.12609,18.85925
MHL,Western Pacific,2016,7.2666,2.68833,15.16203
NAM,Africa,2013,11.85483,6.23846,18.66553
VUT,Western Pacific,2013,8.31014,3.17078,17.4554
543,,2015,8.6194,3.58258,18.32838
ATG,Americas,2014,8.49694,5.92706,11.8367
CHE,Europe,2016,9.98995,9.72104,10.31642
SVK,Europe,2014,19.52392,18.57335,20.47407
LMI_EUR,,2018,20.02732,18.20768,22.02849
TON,Western Pacific,2015,7.25668,4.44645,12.61111
CHN,Western Pacific,2013,64.92525,61.42609,67.88103
TLS,South-East Asia,2013,21.11583,9.02244,43.72451
MDV,South-East Asia,2017,12.51763,10.2329,15.69091
AZE,Europe,2019,24.64286,13.74471,37.53818
GNQ,Africa,2010,24.24799,6.07918,66.07757
ZWE,Africa,2011,13.26777,7.11475,23.41997
513,,2011,13.6621,13.22202,14.11614
BHS,Americas,2013,5.07954,3.68935,7.08999
MCO,Europe,2017,9.62937,8.61188,10.79454
CZE,Europe,2015,17.5159,16.97963,18.00046
HI_AMR,,2018,8.68019,8.49716,8.85289
LMI_EMR,,2019,42.55256,36.90264,48.37486
COL,Americas,2014,17.21034,15.10384,19.36302
IRQ,Eastern Mediterranean,2017,38.85521,31.55338,48.90402
TZA,Africa,2010,15.45167,10.72778,22.90161
CYP,Europe,2012,16.22805,14.40752,18.05363
DMA,Americas,2015,8.8134,6.08667,12.74714
TGO,Africa,2011,35.81539,21.14727,58.42748
CMR,Africa,2016,59.19735,39.44447,85.73857
CRI,Americas,2013,19.14176,16.83236,22.10104
GIN,Africa,2014,37.47029,21.91764,71.43126
MYS,Western Pacific,2019,21.52164,20.55148,22.80059
GNB,Africa,2019,34.84998,18.05667,63.14495
KNA,Americas,2011,7.52631,5.48686,10.28791
CPV,Africa,2013,30.71544,16.36776,55.74798
HI_EUR,,2012,14.76035,14.62293,14.88205
PRT,Europe,2012,9.43022,9.08995,9.74469
MMR,South-East Asia,2017,25.92626,22.21928,29.66151
PRT,Europe,2010,10.54772,10.15494,10.86935
SWE,Europe,2018,6.09387,5.81619,6.37115
IRQ,Eastern Mediterranean,2018,39.97648,32.44521,50.45014
NRU,Western Pacific,2016,7.33435,2.8213,13.24611
ITA,Europe,2013,17.90644,17.65645,18.17982
BRN,Western Pacific,2013,8.07865,6.79246,9.80436
CAN,Americas,2012,7.70689,7.50569,7.92353
GRC,Europe,2015,16.44555,15.20297,17.71684
VEN,Americas,2018,17.06222,12.49643,22.83628
ARE,Eastern Mediterranean,2014,41.33546,35.22762,49.58349
UGA,Africa,2012,32.14039,20.13814,48.643
UZB,Europe,2019,40.97948,29.82898,57.12111
LBY,Eastern Mediterranean,2011,28.60137,14.43532,48.89588
CRI,Americas,2016,17.8607,15.34735,20.57492
MAR,Eastern Mediterranean,2016,13.55217,11.06555,16.69757
GNB,Africa,2014,34.50521,17.81789,62.49188
ZAF,Africa,2017,19.37741,18.04794,21.34448
DJI,Eastern Mediterranean,2013,20.71166,7.68731,43.98085
LCA,Americas,2013,8.55295,6.07801,11.72716
IRQ,Eastern Mediterranean,2011,38.61172,31.33918,48.43269
ZAF,Africa,2015,19.13945,17.87984,21.12182
MHL,Western Pacific,2013,7.2102,3.08918,15.39558
KHM,Western Pacific,2012,18.21766,15.93696,20.35119
RUS,Europe,2019,8.88468,7.30639,10.84504
MWI,Africa,2019,18.56954,6.19959,37.49268
PRT,Europe,2019,7.34244,7.10357,7.5747
NRU,Western Pacific,2019,7.40486,2.89087,14.43252
BHS,Americas,2019,5.19903,3.76537,7.04513
ECU,Americas,2018,16.3823,14.19669,19.33812
CHE,Europe,2010,12.7588,12.45266,13.08182
LBR,Africa,2012,35.50188,18.01262,64.39526
GUY,Americas,2012,10.7606,5.74491,16.77624
LCA,Americas,2017,10.02694,7.34161,13.74837
ARE,Eastern Mediterranean,2010,43.70844,37.39184,52.89176
TLS,South-East Asia,2015,19.42989,8.40686,38.73272
WPR,,2019,33.03099,31.79842,34.04983
GBR,Europe,2011,13.41139,12.90047,13.84094
CRI,Americas,2014,18.0355,15.60077,20.97516
MEX,Americas,2017,20.43847,18.50422,22.80595
BTN,South-East Asia,2015,29.04297,26.07037,31.83945
LMI_SEAR,,2017,44.26394,42.86644,46.03661
FIN,Europe,2012,6.32824,5.93987,6.70683
BFA,Africa,2017,42.74336,16.60436,96.92304
MRT,Africa,2011,41.32036,17.17976,90.2002
LBR,Africa,2013,33.1627,17.25524,58.06978
GNB,Africa,2011,34.199,17.65416,61.73115
SAU,Eastern Mediterranean,2014,52.95536,37.07522,70.03076
LTU,Europe,2016,10.30377,9.24286,11.22586
SEN,Africa,2014,37.6937,21.68567,56.60447
CAF,Africa,2013,26.61987,6.12019,71.85713
BWA,Africa,2016,12.68932,9.17409,18.47088
TZA,Africa,2017,15.19631,10.62843,22.30837
SEN,Africa,2011,37.61465,21.51122,56.49995
KHM,Western Pacific,2018,17.16058,15.01513,19.62687
JAM,Americas,2016,15.97862,13.10143,18.51733
GEO,Europe,2016,22.23778,16.79915,28.24303
POL,Europe,2017,21.9609,21.36264,22.41861
KWT,Eastern Mediterranean,2011,65.2794,56.58102,74.21123
BGR,Europe,2015,20.41206,19.51418,21.558
ERI,Africa,2016,22.30357,9.10062,47.78535
AMR,,2016,13.51915,12.9471,14.25459
DOM,Americas,2015,7.87327,4.92256,11.53059
ZMB,Africa,2017,16.9852,7.65884,31.85362
LMI_WPR,,2015,46.96454,45.12239,48.43026
COM,Africa,2018,14.41939,7.41082,23.80622
NER,Africa,2015,52.86639,22.06723,107.86666
COD,Africa,2019,31.57858,7.13131,99.19326
SLV,Americas,2017,24.93845,17.71398,35.21751
YEM,Eastern Mediterranean,2014,38.27183,13.56773,75.95327
CHE,Europe,2019,8.96682,8.72737,9.22736
LMI_AMR,,2019,14.91261,13.96611,15.99601
TUN,Eastern Mediterranean,2013,25.75134,17.46978,36.23573
LMI_AFR,,2018,32.97548,25.88522,42.70342
KIR,Western Pacific,2015,7.30706,2.94692,14.10558
MHL,Western Pacific,2018,7.14241,2.69627,15.36463
UZB,Europe,2016,48.09068,33.45841,72.05419
KHM,Western Pacific,2016,19.15603,16.86003,21.6763
ALB,Europe,2019,16.27997,14.73426,18.20503
TUR,Europe,2010,23.73719,22.29003,25.1394
LSO,Africa,2010,18.42596,12.32365,27.83644
753,,2017,36.9875,35.63405,38.21717
TUV,Western Pacific,2017,6.84562,2.5591,13.58221
HUN,Europe,2019,14.24457,13.39882,15.11141
PNG,Western Pacific,2012,8.38956,2.98464,20.77899
VEN,Americas,2013,21.0044,15.35229,28.54679
URY,Americas,2017,9.27199,6.9353,12.01708
DOM,Americas,2012,7.461,4.91372,10.59754
MDA,Europe,2019,12.36523,9.11431,15.99435
BRB,Americas,2019,9.78987,6.90042,13.99169
VUT,Western Pacific,2016,8.6638,3.066,18.26006
PRT,Europe,2013,9.44265,9.10216,9.76448
ARG,Americas,2013,14.01846,10.46776,18.07181
EUR,,2016,15.93261,14.97018,17.24349
SUR,Americas,2018,12.7537,6.81725,21.25774
LAO,Western Pacific,2013,22.53763,17.90074,26.92285
LMI_WPR,,2012,48.66612,43.02139,53.5427
RWA,Africa,2014,34.9263,11.94006,70.44967
PHL,Western Pacific,2015,22.05308,18.54593,25.3003
HTI,Americas,2011,9.04796,5.17821,15.62051
KOR,Western Pacific,2016,27.25594,26.35231,27.95685
VUT,Western Pacific,2010,8.08733,3.22694,17.95026
HI_AMR,,2019,7.75762,7.64085,7.86732
COK,Western Pacific,2015,7.45319,3.15145,15.44117
CHL,Americas,2012,22.0063,19.74787,23.92075
SRB,Europe,2018,25.86499,23.85324,27.55837
ARM,Europe,2013,42.84965,30.87923,60.03945
FRA,Europe,2018,11.22835,11.05086,11.42786
GAB,Africa,2015,26.12616,6.57215,81.24895
UKR,Europe,2016,13.33379,9.88756,18.37726
DEU,Europe,2018,11.69647,11.50615,11.89776
202,,2017,33.39716,25.83645,43.70604
SYR,Eastern Mediterranean,2016,24.43168,20.20908,29.46405
TUN,Eastern Mediterranean,2016,27.58332,18.43603,39.34779
CIV,Africa,2015,43.7615,23.31048,75.37354
MOZ,Africa,2018,16.6806,8.57494,26.76307
MLI,Africa,2016,40.08283,15.10452,90.2575
COL,Americas,2017,15.90059,13.66562,18.12395
RWA,Africa,2019,35.65776,12.05254,72.85885
IRN,Eastern Mediterranean,2014,29.05687,25.42514,32.52233
LCA,Americas,2011,8.33712,5.86271,12.03456
QAT,Eastern Mediterranean,2015,65.9073,50.27941,79.53372
KGZ,Europe,2017,41.60872,28.1632,60.50138
EST,Europe,2015,6.74558,6.09517,7.28814
IRL,Europe,2015,9.16187,8.58403,9.6752
UNKNOWN,,2010,16.05075,13.02015,19.43633
GRD,Americas,2013,9.54154,7.01671,12.18759
AGO,Africa,2013,24.53186,6.11282,68.8831
TUN,Eastern Mediterranean,2017,26.13183,17.73387,36.83604
WPR,,2017,39.57542,38.07958,40.68721
753,,2016,38.23954,36.77331,39.63836
EGY,Eastern Mediterranean,2013,61.92892,39.81155,90.6171
ISR,Europe,2014,20.4316,19.20824,21.54752
UGA,Africa,2010,31.29329,19.7595,47.03477
GHA,Africa,2015,50.00957,31.84899,77.79786
RWA,Africa,2012,35.33117,11.91846,71.9847
HRV,Europe,2013,18.93214,17.51459,20.47795
GTM,Americas,2013,27.22863,21.51728,35.13126
IDN,South-East Asia,2017,18.41187,15.34566,21.87649
CUB,Americas,2016,14.4658,10.58156,20.34779
PRY,Americas,2017,16.35836,12.53265,23.9161
SVN,Europe,2013,17.98375,17.06171,19.10929
LMI_SEAR,,2011,47.31515,45.18162,49.46708
PER,Americas,2019,29.06587,22.2001,38.42181
MWI,Africa,2016,18.58392,6.21353,37.57074
PNG,Western Pacific,2013,8.38809,2.85336,20.37914
ZAF,Africa,2014,18.9779,17.76667,20.96493
LSO,Africa,2013,17.75434,12.13147,26.83933
PSE,Eastern Mediterranean,2012,29.45407,21.06542,39.86351
ZAF,Africa,2018,19.52362,18.15232,21.48502
TTO,Americas,2017,11.27068,8.66393,13.49177
MUS,Africa,2013,10.63984,8.45635,13.03456
JOR,Eastern Mediterranean,2010,24.53118,21.79449,27.79093
SLV,Americas,2018,23.35659,15.28078,32.98315
DZA,Africa,2016,23.05572,14.73256,35.91819
HI_AMR,,2016,8.22176,8.09288,8.33829
ZMB,Africa,2018,16.98833,7.65065,31.83176
CUB,Americas,2017,14.76059,10.71543,20.90546
SEAR,,2018,47.47836,45.73621,49.59158
SGP,Western Pacific,2019,13.33302,10.54192,17.56285
SWZ,Africa,2014,15.05071,10.56394,20.0005
BHS,Americas,2016,5.55845,4.09215,7.72095
PRY,Americas,2015,13.00169,9.89004,18.99388
BRB,Americas,2011,9.04454,6.23135,13.28705
AND,Europe,2019,8.52423,7.4929,10.05173
NOR,Europe,2017,6.36199,5.9888,6.69049
SWE,Europe,2014,6.2991,6.03485,6.60936
VUT,Western Pacific,2012,8.19068,3.15664,18.86681
SAU,Eastern Mediterranean,2015,58.47575,41.37294,77.34268
BRA,Americas,2015,12.04713,10.46009,14.25813
CMR,Africa,2018,57.80493,39.36504,83.20191
SLV,Americas,2012,26.85603,17.94666,38.66407
BDI,Africa,2017,27.63488,10.983,60.13822
SDN,Eastern Mediterranean,2016,22.41052,11.15473,41.24092
TUV,Western Pacific,2019,6.80654,2.58949,13.49327
VUT,Western Pacific,2015,8.62408,3.28804,19.07391
AUS,Western Pacific,2012,7.31418,6.81772,7.84952
HI_AMR,,2010,9.7413,9.57013,9.92737
747,,2017,35.94769,30.89211,42.15714
KHM,Western Pacific,2019,17.80251,16.09449,19.50173
SEAR,,2015,47.7425,45.89646,49.87614
